job_id,company,job_title,level,location
4031085901,Novatec Software,Backend Software Engineer,Entry level,Spain
4165442740,Evolution,Backend Developer - Distributed Services,Mid-Senior level,"Stockholm, Stockholm County, Sweden"
4066772948,kapa.ai,Software Engineer (Full-stack),Entry level,Czechia
4187987321,ATS4IT,Fullstack Developer JAVA & ANGULAR (FR+NL) - 31/03/2025,Mid-Senior level,"Brussels, Brussels Region, Belgium"
3648873744,dotSource SE,Java Developer (m/f/x),Entry level,"Berlin, Berlin, Germany"
3971884961,Threenitas,Full-Stack Developer Trainee (Internship),Internship,"Athens, Attiki, Greece"
4124686313,Netflix,Software Engineer L4/L5 - Content Finance Engineering,Not Applicable,"Warsaw, Mazowieckie, Poland"
4175512365,Meta,"Software Engineer, Product Engineering",Not Applicable,"Warsaw, Mazowieckie, Poland"
4190510605,Pelico,Senior Software Engineer Java,Not Applicable,"Paris, Île-de-France, France"
4177529745,Adacta,Software Developer,Mid-Senior level,Ljubljana Metropolitan Area
4093697462,kapa.ai,Software Engineer (Full-stack),Entry level,Germany
4177540392,Certivity,Full-Stack Software Engineer (m/f/d) -  Java,Mid-Senior level,"Munich, Bavaria, Germany"
4172052114,Mason Alexander,Senior Software Engineer,Mid-Senior level,"Dublin, County Dublin, Ireland"
4066772948,kapa.ai,Software Engineer (Full-stack),Entry level,Czechia
4114512329,EUROPEAN DYNAMICS,Java / Web Developer with German,Associate,"Athens, Attiki, Greece"
4188806393,SOFTONE,Full Stack Developer,Associate,"Athens, Attiki, Greece"
4154857282,Undelucram.ro,Senior Java Developer with R language experience (relocation to Cyprus),Director,Romania
4066776405,kapa.ai,Software Engineer (Full-stack),Entry level,Finland
4118575605,Plum,Backend Engineer,Mid-Senior level,"Athens, Attiki, Greece"
4153810773,Alrik,Backend Software Engineer,Entry level,"Stockholm, Stockholm County, Sweden"
4169959657,Libra Software GmbH,Java Software Developer (m/w/d),Entry level,"Mannheim, Baden-Württemberg, Germany"
4181151299,Capture One,Software Engineer,Entry level,"Athens, Attiki, Greece"
4090980392,SCARLETRED Holding GmbH,(Junior) Full stack developer (f/m/d),Entry level,"Vienna, Vienna, Austria"
4153810773,Alrik,Backend Software Engineer,Entry level,"Stockholm, Stockholm County, Sweden"
4169959657,Libra Software GmbH,Java Software Developer (m/w/d),Entry level,"Mannheim, Baden-Württemberg, Germany"
4181151299,Capture One,Software Engineer,Entry level,"Athens, Attiki, Greece"
4090980392,SCARLETRED Holding GmbH,(Junior) Full stack developer (f/m/d),Entry level,"Vienna, Vienna, Austria"
4178746674,Aura Recruit Ltd.,Back End Developer,Mid-Senior level,Copenhagen Metropolitan Area
4137263594,CyberArk,"Senior Software Engineer, Java and Typescript",Mid-Senior level,"Sofia, Sofia City, Bulgaria"
4066772947,kapa.ai,Software Engineer (Full-stack),Entry level,Netherlands
4004445975,Planner 5D,Full-stack developer (Remote),Not Applicable,"Barcelona, Catalonia, Spain"
4182117232,Oracle,Software Engineer – Fresh Graduate,Associate,"Prague, Czechia"
4066778218,kapa.ai,Software Engineer (Full-stack),Entry level,Denmark
4189902634,TRANSATEL (an NTT company),Java Developer (Freelance) M/F,Associate,Warsaw Metropolitan Area
4192259976,eeb GmbH,Software Developer (m/f/d) Java/C#,Entry level,"Filderstadt, Baden-Württemberg, Germany"
3969246342,EngFlow,"Software Engineer - Build Systems, Compilers and Languages",Mid-Senior level,Germany
4166276571,Decskill,Backend Web Developer | Java & GO,Mid-Senior level,"Porto, Portugal"
3897776545,Coda,Senior/Staff Software Engineer (Relocation to Bangkok),Not Applicable,"Bratislava, Bratislava, Slovakia"
4181339769,Ewals Cargo Care,Application Developer / Engineer,Entry level,"Tegelen, Limburg, Netherlands"
4184028284,GoReel,Backend Game Core Developer(Python),Mid-Senior level,Poland
4118891244,INTERNATIONAL CONSUMER SERVICES SWEDEN AB,Software Developer,Entry level,"Stockholm, Stockholm County, Sweden"
4179862216,S[&]T,Software Engineer,Mid-Senior level,"Delft, South Holland, Netherlands"
4185211064,Zero to One Search | Recruitment Agency,Junior Software Developer,Entry level,"Düsseldorf, North Rhine-Westphalia, Germany"
4191637051,ISS Tech Team,Junior Developer,Entry level,"Porto, Porto, Portugal"
4187484096,ENAV,Software Engineer Junior-Senior,Entry level,"Palermo, Sicily, Italy"
4184619209,NOVOMATIC Technologies Poland,Don’t see a role that suits you. Submit a general application.,Not Applicable,"Zabierzów, Małopolskie, Poland"
4192705067,EGSTON Power Electronics ,Software Developer,Entry level,"Klosterneuburg, Lower Austria, Austria"
4066775608,kapa.ai,Software Engineer (Full-stack),Entry level,Bulgaria
4133252004,Zenitech,Java Software Engineer,Entry level,Romania
4185456127,InterEx Group,Back End Developer,Mid-Senior level,European Union
4192629565,STATION F,SOFTWARE ENGINEER,Entry level,"Barcelona, Catalonia, Spain"
4192089254,Societe Generale Global Solution Centre Romania,Java/Kotlin Developer,Mid-Senior level,"Bucharest, Romania"
4164112619,Vonage,Senior Backend Software Engineer (Java),Mid-Senior level,Greater Madrid Metropolitan Area
4193154460,Coody,Software Engineer,Entry level,"Stockholm, Stockholm County, Sweden"
4066776406,kapa.ai,Software Engineer (Full-stack),Entry level,Romania
4124145056,Google,"Software Engineer, Chrome Autofill",Not Applicable,"Warsaw, Mazowieckie, Poland"
4176889928,Briink,AI/LLM Engineer,Associate,"Berlin, Berlin, Germany"
4080988416,Mediktor,Backend Developer (Java),Mid-Senior level,"Barcelona, Catalonia, Spain"
4097012290,Next.Move Fitness Clubs,Fullstack developer,Entry level,Czechia
4066771968,kapa.ai,Software Engineer (Full-stack),Entry level,Greece
4168411046,Oracle,Principal Software Engineer with Cloud - (C/C#/Java),Mid-Senior level,Czechia
4191170332,Pentalog HR,Senior Java Developer,Mid-Senior level,"Bucharest, Romania"
4192266055,X2E GmbH,Software Developer Java (m/f/d),Entry level,"Karlsruhe, Baden-Württemberg, Germany"
4131124559,Zenitech,Java Software Engineer,Mid-Senior level,Hungary
4172862699,Supercharge,Senior Backend Engineer (Java/Kotlin),Mid-Senior level,"Budapest, Budapest, Hungary"
4066779147,kapa.ai,Software Engineer (Full-stack),Entry level,Spain
4189931858,Boost IT,AI Enginer (Lisbon Based),Associate,"Lisbon, Lisbon, Portugal"
4190411461,Architus,Senior-Lead Full-Stack or Data Engineer,Mid-Senior level,"Vilnius, Vilniaus, Lithuania"
4164339825,Bosch Magyarország,Senior Fullstack (Java) Developer,Mid-Senior level,"Budapest, Budapest, Hungary"
4058212490,Axiomatic_AI,Junior AI Developer,Entry level,"Castelldefels, Catalonia, Spain"
4187446158,Nord Security,Low-level engineer | Mid - senior | NordVPN,Not Applicable,"Vilnius, Vilniaus, Lithuania"
4191414443,Humand Talent,Software Engineer - ID39463,Mid-Senior level,Portugal
4146366096,Natobotics ,Java Full Stack Engineer,Entry level,"Warsaw, Mazowieckie, Poland"
4153019132,Iterable,"Software Engineer I, Backend",Entry level,"Lisbon, Lisbon, Portugal"
4132237078,Tacx,Mobile Application Developer,Entry level,"Leiden, South Holland, Netherlands"
3318543223,Yassir,Backend Software Engineer (f/m/x),Not Applicable,"Dublin, County Dublin, Ireland"
4161657938,PowerUs,Software Engineer,Entry level,"Berlin, Berlin, Germany"
4138644209,Infor,Senior Java Software Engineer,Mid-Senior level,"Barneveld, Gelderland, Netherlands"
4178287651,Oracle,AI Software Engineer - fresh graduate,Mid-Senior level,"Brno, South Moravia, Czechia"
4131124559,Zenitech,Java Software Engineer,Mid-Senior level,Hungary
4189931858,Boost IT,AI Enginer (Lisbon Based),Associate,"Lisbon, Lisbon, Portugal"
4172862699,Supercharge,Senior Backend Engineer (Java/Kotlin),Mid-Senior level,"Budapest, Budapest, Hungary"
4066779147,kapa.ai,Software Engineer (Full-stack),Entry level,Spain
4184034435,"Coalition, Inc.","Software Engineer, Research",Mid-Senior level,Portugal
4186290255,Uni Systems,Senior Java Software Engineer,Mid-Senior level,"Athens, Attiki, Greece"
4177803566,Deutsche Bank,Java Engineer,Not Applicable,"Bucharest, Bucharest, Romania"
4181137899,Isotrol,PL/SQL Developer,Associate,"Seville, Andalusia, Spain"
4189462479,SOURCE.ME,Senior Software Engineer,Mid-Senior level,"Munich, Bavaria, Germany"
4192264275,X2E GmbH,Software Developer Java (m/f/d),Entry level,"Heidelberg, Baden-Württemberg, Germany"
4168425208,Nord Security,Low-level engineer | Middleware | Swift | Apple team,Not Applicable,"Warsaw, Mazowieckie, Poland"
3959575085,Collabora,Open Source Software Developer  (Speculative; Remote/Anywhere),Not Applicable,France
4160669801,innovate Software GmbH,Junior Softwareentwickler (m/w/d) SAP Java,Entry level,"Wildberg, Baden-Württemberg, Germany"
3935376502,Bondex,Back-end Engineers,Not Applicable,"Paris, Île-de-France, France"
4189654091,University of Liège,"Senior sofware engineer Cytomine @ University of Liège, Belgium",Mid-Senior level,"Liège, Walloon Region, Belgium"
4085966744,Docusign,Machine Learning Engineer,Entry level,"Dublin, County Dublin, Ireland"
4184029309,Omilia - Conversational Intelligence,Computational Linguist,Associate,Greece
4181071355,Tyvak International,Ground Software Engineer,Entry level,"Turin, Piedmont, Italy"
4053077856,EUROPEAN DYNAMICS,Java / JEE Software Engineer with German,Associate,"Thessaloniki, Central Macedonia, Greece"
4175845592,PrismFP Analytics,Senior Software Engineer,Mid-Senior level,"Tallinn, Harjumaa, Estonia"
4168397064,CBTW,Java Developer,Associate,Brussels Metropolitan Area
4191414443,Humand Talent,Software Engineer - ID39463,Mid-Senior level,Portugal
4190407848,Architus,Senior-Lead Full-Stack or Data Engineer,Mid-Senior level,"Kaunas, Kaunas, Lithuania"
4159095916,Sapindex,Software Engineer JAVA Specialist,Not Applicable,"Trier-Saarburg, Rhineland-Palatinate, Germany"
4068402192,YLD,Senior Backend Engineer (C#),Mid-Senior level,"Porto, Porto, Portugal"
4188849770,HID,Senior Software Engineer,Mid-Senior level,"Suresnes, Île-de-France, France"
4150960292,Google,"Software Engineer III, Android, Chrome Identity",Not Applicable,"Warsaw, Mazowieckie, Poland"
3944530832,Intelligencia AI,Data Scientist - LLM Engineer,Mid-Senior level,"Athens, Attiki, Greece"
4168629728,Avaloq,Software Engineer,Entry level,"Berlin, Berlin, Germany"
4145029151,Deloitte,Junior AI Engineer @ Thessaloniki | Tax & Legal,Entry level,"Thessaloniki, Central Macedonia, Greece"
3962795414,iGenius,AI Software Engineer,Mid-Senior level,Italy
4182781536,Decskill,Backend Web Developer | Java & Go,Entry level,"Porto, Porto, Portugal"
4169364577,Salt,Software Engineer,Mid-Senior level,"Madrid, Community of Madrid, Spain"
4142687740,Vertice,Senior Software Engineer (Backend/Full Stack),Mid-Senior level,"Brno, South Moravia, Czechia"
4180678162,Kyndryl,Samlink Senior Java Developer,Mid-Senior level,"Espoo, Uusimaa, Finland"
4180584095,Google,"Senior Software Engineer, Chrome Enterprise Core",Mid-Senior level,"Warsaw, Mazowieckie, Poland"
4142666668,Outreach,"Senior Software Engineer (Back-end, Core Services) - Prague, Czechia",Mid-Senior level,"Prague, Prague, Czechia"
4180569397,Montonio,Senior Software Engineer,Mid-Senior level,"Tallinn, Harjumaa, Estonia"
4164343525,Bosch Magyarország,Medior Fullstack (Java) Developer,Mid-Senior level,"Budapest, Budapest, Hungary"
4182770318,Inetum,Java Full Stack Engineer,Mid-Senior level,"Porto, Portugal"
4189708614,DataSmart Lda,Java Software Engineer,Entry level,"Lisbon, Lisbon, Portugal"
4139678483,Disneyland Paris,Développeur(se) Backend Java F/H/NB – CDD Mission,Mid-Senior level,"Montévrain, Île-de-France, France"
4173978596,LimeSurvey GmbH,Full Stack Developer (m/f/d),Mid-Senior level,Portugal
4192452099,EUROWAG,Java Software Developer,Entry level,"Praha 4, Prague, Czechia"
4191837401,Natixis in Portugal,Data Engineer (Java/Scala),Mid-Senior level,"Porto, Porto, Portugal"
4188507262,Expedia Group,Senior Software Engineer,Mid-Senior level,"Madrid, Community of Madrid, Spain"
4042171275,Fabasoft,Senior Software Developer (f/m/d),Mid-Senior level,"Linz, Upper Austria, Austria"
4168003882,Bytro,Backend Developer - Java,Entry level,"San Ġiljan, Saint Julian's, Malta"
4192088964,DoubleVerify,Sr. Software Engineer I,Mid-Senior level,"Helsinki, Uusimaa, Finland"
4182023327,Omilia - Conversational Intelligence,Middle Product QA Engineer (Java),Entry level,Greece
4190989433,Google,"Software Engineer, Cloud AI, Early Careers",Entry level,"Warsaw, Mazowieckie, Poland"
4188115986,"Effixis, an Artefact Company",Graduate Systems Software Engineer,Entry level,"Brussels, Brussels Region, Belgium"
4195158564,COSIUM,STAFF SOFTWARE ENGINEER (H/F) - +65K€,Associate,"Versailles, Île-de-France, France"
4193869416,Devexperts,Java Team Lead,Mid-Senior level,"Vilnius, Vilniaus, Lithuania"
3617977216,SFEIR,Web Developer,Entry level,Luxembourg
4194791771,Tintschl Unternehmensgruppe,Java Software Developer Mission Support Systems (f/m/d),Associate,"Manching, Bavaria, Germany"
4177557411,Novicap,Software Engineer,Not Applicable,"Barcelona, Catalonia, Spain"
4176935946,Avaloq,PL/SQL Software Engineer,Mid-Senior level,"Berlin, Berlin, Germany"
4165422304,INTELLISHORE,AI/ML Consultant,Mid-Senior level,"Copenhagen, Capital Region of Denmark, Denmark"
4164544510,Google,"Software Engineer, Chrome",Not Applicable,"Warsaw, Mazowieckie, Poland"
4185255822,Ubisoft,Senior Software Engineer - AI Applications,Mid-Senior level,"Saint-Mandé, Île-de-France, France"
4171084330,Devapo,Software Engineer,Entry level,"Warsaw, Mazowieckie, Poland"
4113641059,Global University Systems,"Freelance Lecturer for Backend Programming (Java) (m, f, d)",Mid-Senior level,"Potsdam, Brandenburg, Germany"
4180275488,Tenth Revolution Group,Senior Software Engineer,Mid-Senior level,Turku Metropolitan Area
4188920741,Zyte,Staff Software Engineer - Cloud Systems Architect - Remote,Mid-Senior level,"Budapest, Budapest, Hungary"
3936580453,Trading 212,Junior Software Engineer,Entry level,"Sofia, Sofia City, Bulgaria"
4182779644,Buscojobs Portugal,Senior Software Engineer - Back-End (Viator),Mid-Senior level,"Coimbra, Coimbra, Portugal"
4189548438,Carhartt WIP (Work In Progress),App Developer (m/f/x),Associate,"Berlin, Berlin, Germany"
4171044597,THRYVE,Software Developer,Mid-Senior level,"Essen, North Rhine-Westphalia, Germany"
4010287031,Deutsche Telekom IT Solutions HU,Senior Developer (REF3017V),Mid-Senior level,"Budapest, Budapest, Hungary"
4080437311,Energie Data Services Nederland (EDSN) B.V.,Java developer (junior),Entry level,"Amersfoort, Utrecht, Netherlands"
4142650344,Gen,Junior Software Engineer,Not Applicable,"Prague, Prague, Czechia"
4182021583,Omilia - Conversational Intelligence,Middle Product QA Engineer (Java),Entry level,Spain
4182778747,Buscojobs Portugal,Senior Software Engineer - Back-End (Viator),Mid-Senior level,"Porto, Porto, Portugal"
4150634118,IBM,Junior Software Developer,Entry level,"Sofia, Sofia City, Bulgaria"
4173571853,Stott and May,Full Stack Engineer,Mid-Senior level,Germany
4194768923,Acolad group,Mobile Developer (with Outsystems),Mid-Senior level,"Lisbon, Lisbon, Portugal"
4148403454,Takeda,Software Engineer,Entry level,"Bratislava, Bratislava, Slovakia"
4181223740,Google,"Senior Software Engineer, Chrome Autofill",Mid-Senior level,"Warsaw, Mazowieckie, Poland"
4188922543,Zyte,Staff Software Engineer - Cloud Systems Architect - Remote,Mid-Senior level,"Cracow, Małopolskie, Poland"
4150960292,Google,"Software Engineer III, Android, Chrome Identity",Not Applicable,"Warsaw, Mazowieckie, Poland"
4172672842,Intetics,Middle+/Senior Rust Developer.,Mid-Senior level,France
4160667503,Viessmann Climate Solutions,Senior Software Architect (m/f/d),Not Applicable,"Allendorf, Hesse, Germany"
4013211458,Flowie,Senior Software engineer - Banking / Ledger,Not Applicable,France
4177533206,Oracle,Software Developer in Test - fresh graduate,Mid-Senior level,"Brno, South Moravia, Czechia"
3957595597,Satispay,"Software Engineer, Back End Developer",Entry level,"Milan, Lombardy, Italy"
4161515382,Azul,Software Engineer II (Czechia),Mid-Senior level,"Prague, Prague, Czechia"
4193349521,Eclipse Foundation,Software Engineer - Open Source Security,Mid-Senior level,"Brussels, Brussels Region, Belgium"
4192225418,SafeFleet Telematics,Software Engineer,Mid-Senior level,"Timişoara, Timiş, Romania"
4021323343,Emburse,Senior Software Engineer in Test I,Mid-Senior level,"Barcelona, Catalonia, Spain"
4092308494,OMICRON electronics,Backend Developer (f/m/x),Entry level,"Klaus, Vorarlberg, Austria"
4128158405,SwedQ,Senior Software Engineer,Mid-Senior level,"Stockholm, Stockholm County, Sweden"
4163188814,Booking Experts B.V.,"Junior Software Engineer, Enschede",Entry level,"Enschede, Overijssel, Netherlands"
4171046669,THRYVE,Senior Software Engineer,Mid-Senior level,"North Rhine-Westphalia, Germany"
4143377798,Midokura,Software Engineer Intern,Not Applicable,"Barcelona, Catalonia, Spain"
4189990193,Enzo,AI Engineer (Senior),Associate,"Heidelberg, Baden-Württemberg, Germany"
4186787348,Google,"Software Enginer ll, Chrome Enterprise Core",Not Applicable,"Warsaw, Mazowieckie, Poland"
4130197630,General Medical Merate S.p.A.,Software Developer,Entry level,"Seriate, Lombardy, Italy"
4182776923,Buscojobs Portugal,Senior Software Engineer - Back-End (Viator),Mid-Senior level,"Leiria, Leiria, Portugal"
4126050996,Atlassian,Junior Backend Software Engineer,Mid-Senior level,"Gdańsk, Pomorskie, Poland"
4189740757,Google,"Senior Software Engineer, Google Cloud",Mid-Senior level,"Warsaw, Mazowieckie, Poland"
4038977073,Agentero,Backend Engineer,Not Applicable,"Madrid, Community of Madrid, Spain"
4178427653,Samba TV,Data Engineer,Not Applicable,"Amsterdam, North Holland, Netherlands"
4175833166,Kurago,Software Engineer,Mid-Senior level,"Bilbao, Basque Country, Spain"
4021323343,Emburse,Senior Software Engineer in Test I,Mid-Senior level,"Barcelona, Catalonia, Spain"
4092308494,OMICRON electronics,Backend Developer (f/m/x),Entry level,"Klaus, Vorarlberg, Austria"
4128158405,SwedQ,Senior Software Engineer,Mid-Senior level,"Stockholm, Stockholm County, Sweden"
4016926113,Exness,"Backend Software Engineer, Golang/Python",Entry level,"Limassol, Limassol, Cyprus"
4163188814,Booking Experts B.V.,"Junior Software Engineer, Enschede",Entry level,"Enschede, Overijssel, Netherlands"
4171046669,THRYVE,Senior Software Engineer,Mid-Senior level,"North Rhine-Westphalia, Germany"
4182782491,Buscojobs Portugal,Senior Software Engineer - Back-End (Viator),Mid-Senior level,"Aveiro, Aveiro, Portugal"
4173006417,DDN,Senior Software Engineer,Mid-Senior level,"Brand-Erbisdorf, Saxony, Germany"
4167196911,Roche,Backend Software Engineer,Associate,"Vienna, Vienna, Austria"
4192218405,Altamira,Lead Software Engineer (Java & AWS),Mid-Senior level,"Warsaw, Mazowieckie, Poland"
4185485356,Novabit Informationssysteme GmbH,"Java Entwickler, ERP (w/m/d) Homeoffice zu 100 % möglich",Entry level,"Sauerlach, Bavaria, Germany"
4187282504,Ketryx,AI Engineer,Entry level,"Vienna, Vienna, Austria"
4114514097,EUROPEAN DYNAMICS,Software Engineer with German (Java / GIS / Python),Associate,"Thessaloniki, Central Macedonia, Greece"
4190558605,zollsoft GmbH,Softwareentwickler:in Java (Home Office),Entry level,"Hannover, Lower Saxony, Germany"
4129176573,Devexperts,Java Team Lead,Mid-Senior level,"Porto, Portugal"
4185615247,Cast AI,Senior Software Engineer - OMNI Team,Not Applicable,Czechia
4190977336,Eventbrite,Software Engineer I,Entry level,Spain
4190978418,X-Rite,Software Development Engineer in Test (SDET) C# .Net,Associate,"Rijswijk, South Holland, Netherlands"
4148167505,dLocal,Senior Software Engineer,Not Applicable,Greater Barcelona Metropolitan Area
4181038636,Locoia,Back-End Developer - Python - Remote (m/f/d) - Europe Based,Entry level,"Hamburg, Hamburg, Germany"
4007055515,Deutsche Bank,Senior Java Developer Engineer (f/m/x) - Corporate Bank Technology - Merchant Solutions,Not Applicable,"Berlin, Berlin, Germany"
4185610610,Cast AI,Senior Software Engineer - OMNI Team,Not Applicable,Slovakia
3982461796,Netflix,Software Engineer (L5) - Distributed Refactoring Platform,Not Applicable,"Warsaw, Mazowieckie, Poland"
4183927946,Sport Alliance GmbH,Junior Software Engineer (m/w/d),Entry level,Poland
4192098431,BASF,Backend Developer – Python,Associate,"Zagreb, Croatia"
4181160930,EUROPEAN DYNAMICS,Junior Java Developer/Consultant,Entry level,"Athens, Attiki, Greece"
4185608906,Cast AI,Senior Software Engineer - OMNI Team,Not Applicable,Lithuania
4145348722,DCON Software & Service AG,Junior / Professional Software Developer (m/w/d),Entry level,"Kaiserslautern, Rhineland-Palatinate, Germany"
4190813588,omnidock (YC S24),Software Engineering (Internship),Not Applicable,"Berlin, Berlin, Germany"
4140143568,Auctane,Software Engineer (HYBRID REMOTE),Entry level,"Wrocław, Dolnośląskie, Poland"
4193330752,Gen,Junior Developer,Not Applicable,"Prague, Prague, Czechia"
4181137364,Devexperts,Java Team Lead,Mid-Senior level,"Sofia, Sofia City, Bulgaria"
3864385008,IT Jobs Plus,Senior Fullstack Java Software Engineer,Mid-Senior level,"Warsaw, Mazowieckie, Poland"
4189944842,EO59,Software Engineer,Entry level,"Rapla, Raplamaa, Estonia"
4182777708,Buscojobs Portugal,Senior Software Engineer - Back-End (Viator),Mid-Senior level,"Santarém, Santarém, Portugal"
4192213325,KI performance GmbH,Junior AI Engineer (m/w/d),Mid-Senior level,"Cologne, North Rhine-Westphalia, Germany"
